科右中旗巴仁哲里木镇00101,哈旦阿拉嘎查,152222101128
内蒙古兴安盟科右中旗铅矿管理区孟恩套力盖银铅矿社区委员会00755,孟恩套力盖银铅矿社区委员会,152222402102
,赛音温都尔嘎查,152222201132
内蒙古兴安盟乌兰浩特乌兰哈达镇混都冷嘎查7A135,霍林郭勒社区居委会,152201101117
内蒙古兴安盟科右中旗巴彦呼舒镇巴仁佈敦化嘎查00087,巴仁佈敦化嘎查,152222100133
内蒙古兴安盟科右中旗铜矿管理区科右中旗布敦化矿区工作部00025,科右中旗布敦化矿区工作部,152222403101
内蒙古兴安盟科右中旗哈日诺尔防火站,哈日诺尔防火站,152222503109
,巴彦淖尔嘎查委员会,152222502101
科右中旗巴彦淖尔苏木,广太号嘎查委员会,152222502103
内蒙古兴安盟科右中旗铜矿管理区科右中旗布敦化矿区工作部00164,,152222403101
科右中旗巴镇,,152222100001
归流河路11号,,152201005004
高力板镇二街,高力板社区第二居委会,152222104002
突泉县太平乡五星村,,152224006120
内蒙古兴安盟突泉县六户镇兴泉村00006,吐列毛杜农场第五生产队,152224012113
高力板镇,高力板社区第三居委会,152222104003
内蒙古兴安盟突泉县水泉镇德泉村,吐列毛杜农场第五生产队,152224005108
内蒙古兴安盟科右中旗巴仁哲里木镇哈旦阿拉嘎查,哈旦阿拉嘎查,152201002004
巴彦茫哈苏木巴彦温都尔嘎查,白彦温都尔嘎查,152222501108
内蒙古兴安盟科右中旗巴仁哲里木镇白彦扎拉嘎嘎查00002,白彦扎拉嘎嘎查,152222101134
内蒙古兴安盟科右中旗好腰苏木镇南白彦套海嘎查00149,南白彦套海嘎查,152222105126
内蒙古兴安盟科右中旗新佳木苏木巴音忙哈嘎查,巴音忙哈嘎查,152222201131
科右中旗白音淖尔苏木,白音塔拉嘎查委员会,152222502107
科右中旗巴彦淖尔苏木巴力久,巴力珠尔嘎查委员会,152222502108
,查干淖尔嘎查委员会,152222502106
科右中旗巴彦淖尔苏木,贵力斯台嘎查委员会,152222502104
科右中旗白音淖尔苏木,双榆树嘎查委员会,152222502102
内蒙古兴安盟科右中旗巴彦淖尔苏木哈吞乃苏莫嘎查委员会00202,哈吞乃苏莫嘎查委员会,152222502109
内蒙古兴安盟科右中旗吐列毛杜农场第五生产队,吐列毛杜农场第五生产队,152222100005
科右中旗代钦塔拉苏木,林场,152222200151
杜尔基镇,双榆树嘎查委员会,152222103136
内蒙古兴安盟科右中旗好腰苏木镇呼和努图嘎社区00001,呼和努图嘎社区,152222105101
科右中旗巴彦淖尔苏木,贵力斯台嘎查委员会,152222100004
内蒙古兴安盟突泉县水泉镇龙泉村,吐列毛杜农场第一生产队,152224005114
科右前旗归流河镇1302,,152221104106
内蒙古兴安盟科右前旗居力很镇红十月村00181,,152221105112
内蒙古兴安盟科右中旗吐列毛杜农场第五生产队,吐列毛杜农场第五生产队,152222401154
内蒙古兴安盟科右中旗高力板镇呼和索格嘎查00053,呼和素格嘎查,152222104140
内蒙古兴安盟科右中旗吐列毛杜农场第四生产队,吐列毛杜农场第四生产队,152222401153
内蒙古兴安盟科右中旗杜尔基镇雅玛图嘎查00121,,152222103129
内蒙古兴安盟科右中旗新佳木苏木白彦套海嘎查00172,白彦套海嘎查,152222201126
内蒙古兴安盟科右中旗吐列毛杜农场吐列毛杜农场第三生产队00010,吐列毛杜农场第三生产队,152222401152
内蒙古兴安盟科右中旗吐列毛杜农场吐列毛杜农场第二生产队00035,吐列毛杜农场第二生产队,152222401151
内蒙古兴安盟科右中旗吐列毛杜农场吐列毛杜农场第一生产队00018,吐列毛杜农场第一生产队,152222401150
科右中旗巴彦淖尔苏木,贵力斯台嘎查委员会,152223207104
内蒙古兴安盟扎赉特旗胡尔勒镇浩斯台嘎查,,152223103109
内蒙古兴安盟科右中旗巴镇查顺化嘎查,南白彦套海嘎查,152222100125
内蒙古兴安盟科右中旗杜尔基镇,亚门毛杜嘎查,152222103134
内蒙古兴安盟科右中旗新佳木苏木种蓄场00087,种蓄场,152222201151
内蒙古兴安盟科右中旗好腰苏木镇东白彦套海嘎查00003,东白彦套海嘎查,152222105121
内蒙古兴安盟科右中旗好腰苏木镇呼和努图嘎社区00139,呼和努图嘎社区,152222105124
内蒙古兴安盟突泉县学田乡常乐村,,152224009102
科右中旗巴彦淖尔苏木,联合嘎查委员会,152222502105
高力板一街,高力板社区第一居委会,152222104001
内蒙古兴安盟科右中旗巴彦呼舒镇粮种繁殖场,粮种繁殖场,152222100153
,巴音温都尔嘎查,152222101125
内蒙古兴安盟科右中旗新佳木苏木浩力保嘎查00222,巴音忙哈嘎查,152222201121
,霍林郭勒社区居委会,152224012115
内蒙古兴安盟突泉县六户镇先锋村00085,科右中旗布敦化矿区工作部,152224012108
代钦塔拉苏木,温都日化嘎查,152222200121
内蒙古兴安盟科右中旗哈日诺尔苏木图什业图嘎查00088,,152222503103
内蒙古兴安盟突泉县九龙乡永丰村00091,,152224004110
科右中旗巴彦淖尔苏木,双榆树嘎查委员会,152222100010
科右中旗巴镇,科右中旗布敦化矿区工作部,152222100002
科右中旗巴彦淖尔苏木,巴彦淖尔嘎查委员会,152201007002
内蒙古兴安盟突泉县太和乡合丰村307,,152224008110
内蒙古兴安盟科右中旗高力板镇好力保召嘎查00101,高力板社区第三居委会,152222104122
突泉县溪柳乡黎明村永祥屯,霍林郭勒社区居委会,152224006123
高力板镇,,152222104120
高力板镇,呼和素格嘎查,152222104139
科右中旗好腰苏木包拉文都嘎查,高力板社区第一居委会,152222105127
内蒙古兴安盟科右中旗巴彦呼舒镇十三马架子嘎查00031,呼和素格嘎查,152222100128
新民村,霍林郭勒社区居委会,152223209109
内蒙古突泉县,巴力珠尔嘎查委员会,152224001016
内蒙古兴安盟科右中旗好腰苏木镇新艾勒嘎查00129,新艾勒嘎查,152222103122
突泉县六户镇太和和安村,科右中旗布敦化矿区工作部,152224008107
科右中旗代钦塔拉苏木,孟恩套力盖银铅矿社区委员会,152222200120
内蒙古科右中旗布敦化牧场八一三队,阿古营子嘎查,152201109104
呼格吉勒社区卫生服务站,,152222100007
内蒙古兴安盟科右中旗额木庭高勒苏木新丰嘎查00064,西尔嘎嘎查,152222504106
科右中旗巴彦淖尔苏木,贵力斯台嘎查委员会,152222100006
吉林省四平市铁西区地直街广益委六组,孟恩套力盖银铅矿社区委员会,152222100001
科右中旗巴彦淖尔苏木,巴彦淖尔嘎查委员会,152222100003
兴安盟科右中旗西哲哲里木镇白彦扎拉嘎嘎查,白彦扎拉嘎嘎查,152222101133
内蒙古兴安盟科右中旗巴彦呼舒镇西尔嘎嘎查,西尔嘎嘎查,152222100134
内蒙古兴安盟科右中旗高力板镇化道卜嘎查00037,粮种繁殖场,152222104124
内蒙古兴安盟科右中旗巴仁哲里木镇阿木古楞社区居委会00109,,152222101101
科右中旗巴彦淖尔苏木,双榆树嘎查委员会,152222101101
高力板一街,高力板社区第一居委会,152222104121
内蒙古兴安盟科右前旗索伦镇宝田嘎查,白彦套海嘎查,152221101106
内蒙古兴安盟突泉县太东乡东信村355,,152224010108
古迹乡宝龙村,,152221100030
突泉县,科右中旗布敦化矿区工作部,152222100007
索伦牧场一队,,152221401103
内蒙古兴安盟扎赉特旗巴达尔胡镇乌恩扎拉嘎嘎查,霍林郭勒社区居委会,152223105104
内蒙古兴安盟科右中旗新佳木苏木准太本嘎查00308,,152222201129
内蒙古兴安盟科右中旗巴彦呼舒镇巴彦温都尔嘎查,,152222100139
科右中旗,,152224001011
内蒙古兴安盟科右中旗高力板镇老公司嘎查00065,二队,152222104133
内蒙古兴安盟扎赉特旗音德尔镇红旗嘎查00262,,152223107024
内蒙古兴安盟乌兰浩特义勒力特镇义勒力特嘎查038,,152201103003
内蒙古兴安盟扎赉特旗阿拉达尔吐苏木阿拉达尔吐嘎查0090,,152223206001
,,152221101006
内蒙古兴安盟突泉县太和乡和富村,,152224008103
内蒙古兴安盟突泉县学田乡金星村,霍林郭勒社区居委会,152224009007
内蒙古兴安盟科右前旗乌兰毛都苏木勿布林嘎查00260,霍林郭勒社区居委会,152221201001
罕敖拉派出所,,152222100008
乌兰浩特,,152201002003
内蒙古兴安盟扎赉特旗阿尔本格勒镇白辛嘎查,,152223104011
内蒙古兴安盟科右中旗好腰苏木镇呼和努图格社区00105,呼和努图嘎社区,152222501101
内蒙古兴安盟科右中旗好腰苏木镇呼和努图格社区00064,呼和努图嘎社区,152224008110
内蒙古兴安盟科右中旗好腰苏木镇东白彦套海嘎查,东白彦套海嘎查,152222501103
内蒙古兴安盟科右中旗好腰苏木镇呼和努图嘎社区00150,呼和努图嘎社区,152222201125
科右中旗巴镇,科右中旗布敦化矿区工作部,152222100008
光明社区卫生服务中心,光明社区八居委,152223100018
内蒙古兴安盟科右中旗巴彦温都尔嘎查,巴彦温都尔嘎查,152222104132
内蒙古兴安盟科右中旗好腰苏木镇东白颜套海嘎查,太平山嘎查,152221102114
兴安盟科右中旗吐列毛杜镇霍林郭勒社区居委会,霍林郭勒社区居委会,152222101121
西哲里木镇白音扎拉嘎嘎查,白彦扎拉嘎嘎查,152222101131
内蒙古兴安盟科右中旗哈日诺尔哲日格勒代嘎查,哈日诺尔防火站,152222503108
高力板一街,高力板社区第一居委会,152222104120
内蒙古兴安盟扎赉特旗,罕达罕村,152223101110
内蒙古兴安盟科右前旗阿力得尔苏木大窝堡村00013,大窝堡村,152221202118
科右中旗巴彦淖尔苏木,贵力斯台嘎查委员会,152222100140
内蒙古兴安盟科右前旗乌兰毛都苏木勿布林嘎查00358,勿布林嘎查,152221201101
内蒙古兴安盟科右中旗好腰苏木镇东白音套海嘎查00323,东白彦套海嘎查,152222501105
兴安盟突泉县兴安办事处114组,科右中旗布敦化矿区工作部,00000566501
兴安盟科右中旗吐列毛杜镇霍林郭勒社区居委会,霍林郭勒社区居委会,152201101108
内蒙古兴安盟科右中旗好腰苏木镇东白彦套海嘎查00002,东白彦套海嘎查,152222104141
内蒙古兴安盟突泉县,北厢村,152224001024
,宝城村,152224003109
科右中旗布敦化牧场,兴科社区,152221100001
兴安盟科右中旗吐列毛杜镇霍林郭勒社区居委会,霍林郭勒社区居委会,152224009103
内蒙古兴安盟科右中旗吐列毛杜镇霍林郭勒社区居委会,霍林郭勒社区居委会,152224009115
兴安盟科右中旗吐列毛杜镇霍林郭勒社区居委会,霍林郭勒社区居委会,152223205103
内蒙古兴安盟科右前旗,永远村,152221100161
内蒙古兴安盟乌兰浩特市锦秀车棚北屋,红仁社区,152201002002
,高力板社区第三居委会,152222104103
高力板镇二街,高力板社区第二居委会,152222104102
高力板一街,高力板社区第一居委会,152222104101
内蒙古兴安盟科右中旗哈日诺尔德布特日达巴嘎查,哈日诺尔防火站,152222503106
内蒙古兴安盟科右中旗哈日诺尔苏木防火站,哈日诺尔防火站,152222503101
内蒙古兴安盟科右中旗铅矿管理区孟恩套力盖银铅矿社区委员会00258,孟恩套力盖银铅矿社区委员会,152222402002
内蒙古兴安盟科右中旗好腰苏木镇新艾勒嘎查00143,东白彦套海嘎查,152222105120
内蒙古兴安盟科右中旗哈日诺尔巴彦高嘎查,哈日诺尔防火站,152222503107
内蒙古兴安盟科右中旗哈日诺尔防火站,哈日诺尔防火站,152222503102
内蒙古兴安盟科右中旗杜尔基镇亚门毛杜嘎查00261,亚门毛杜嘎查,152222103120
内蒙古兴安盟科右中旗哈日诺尔苏木呼和楚鲁嘎查,哈日诺尔防火站,152222503105
内蒙古兴安盟科右中旗杜尔基镇亚门毛杜嘎查00029,亚门毛杜嘎查,152222103132
内蒙古兴安盟科右中旗巴彦呼舒镇伊和塔拉嘎查,粮种繁殖场,152222100127
内蒙古兴安盟科右中旗巴仁哲里木镇00322,哈旦阿拉嘎查,152222101120
内蒙古兴安盟科右中旗好腰苏木镇查申套卜嘎查00216,东白彦套海嘎查,152222105125
内蒙古兴安盟科右中旗杜尔基镇亚门毛杜嘎查00246,亚门毛杜嘎查,152222103130
内蒙古兴安盟科右中旗杜尔基镇亚门毛杜嘎查00029,亚门毛杜嘎查,152222103128
内蒙古兴安盟科右中旗好腰苏木镇东白彦套海嘎查00202,东白彦套海嘎查,152222105122
内蒙古兴安盟科右中旗杜尔基镇,亚门毛杜嘎查,152222103135
内蒙古兴安盟科右中旗好腰苏木镇南白彦套海嘎查00018,南白彦套海嘎查,152222105123
